,lats,lons,first_pres
0,48.6591682434082,-123.50433349609375,2.299999952316284
1,48.57583236694336,-125.5018310546875,2.299999952316284
2,48.60300064086914,-125.9991683959961,3.4000000953674316
3,48.60300064086914,-125.99933624267578,2.299999952316284
4,48.60300064086914,-125.9990005493164,2.9000000953674316
5,48.62533187866211,-126.33366394042969,2.299999952316284
6,48.6505012512207,-126.66699981689453,2.4000000953674316
7,48.650001525878906,-126.66716766357422,2.200000047683716
8,48.6515007019043,-126.66416931152344,3.200000047683716
9,48.69216537475586,-127.16666412353516,3.0
10,48.74433517456055,-127.66850280761719,2.5
11,48.77766799926758,-128.16917419433594,4.0
12,48.81716537475586,-128.66900634765625,3.299999952316284
13,48.856666564941406,-129.1666717529297,3.0999999046325684
14,48.893001556396484,-129.6666717529297,2.0999999046325684
15,48.93366622924805,-130.1646728515625,3.0
16,48.970001220703125,-130.66566467285156,2.5
17,48.96966552734375,-130.66700744628906,3.299999952316284
18,48.97083282470703,-130.6671600341797,3.0999999046325684
19,49.34883499145508,-135.66749572753906,4.099999904632568
20,49.43183517456055,-136.66683959960938,3.299999952316284
21,49.4995002746582,-137.6646728515625,4.5
22,49.56733322143555,-138.66616821289062,3.200000047683716
23,49.63249969482422,-139.66683959960938,2.5
24,49.700164794921875,-140.6653289794922,3.0999999046325684
25,49.9995002746582,-144.99916076660156,2.200000047683716
26,50.00033187866211,-145.00149536132812,3.200000047683716
27,49.99983215332031,-145.00083923339844,4.300000190734863
28,50.000999450683594,-143.6046600341797,3.299999952316284
29,49.836666107177734,-142.66683959960938,2.4000000953674316
30,49.836666107177734,-142.66683959960938,2.299999952316284
31,54.333499908447266,-133.33433532714844,2.5
32,54.47850036621094,-132.71282958984375,3.0999999046325684
33,54.47850036621094,-132.29916381835938,3.4000000953674316
34,54.42449951171875,-131.94383239746094,3.200000047683716
35,54.427833557128906,-131.51766967773438,1.899999976158142
36,53.935665130615234,-131.0068359375,2.5
37,54.12300109863281,-131.0431671142578,3.0
38,54.22833251953125,-131.03700256347656,2.200000047683716
39,54.385833740234375,-131.09033203125,2.5
40,54.680667877197266,-131.21083068847656,2.5
41,54.689998626708984,-130.92616271972656,3.0999999046325684
42,54.70199966430664,-130.64016723632812,2.299999952316284
43,54.66266632080078,-130.6374969482422,2.5
44,54.69533157348633,-130.4531707763672,3.0
45,54.58150100708008,-130.5311737060547,3.0999999046325684
46,54.561832427978516,-130.6268310546875,3.0999999046325684
47,54.54033279418945,-130.72500610351562,2.5
48,54.499000549316406,-130.56016540527344,2.9000000953674316
49,54.44633483886719,-130.6546630859375,3.0
50,54.3841667175293,-130.65032958984375,2.299999952316284
51,54.394832611083984,-130.5663299560547,2.4000000953674316
52,54.34199905395508,-130.5558319091797,2.9000000953674316
53,54.30699920654297,-130.7083282470703,3.200000047683716
54,54.342498779296875,-130.8286590576172,3.299999952316284
55,54.26900100708008,-130.77732849121094,3.4000000953674316
56,54.2244987487793,-130.73033142089844,3.299999952316284
57,54.199832916259766,-130.65333557128906,3.0
58,54.25433349609375,-130.5938262939453,3.299999952316284
59,54.27166748046875,-130.49533081054688,3.299999952316284
60,54.226165771484375,-130.35682678222656,2.5
61,54.190834045410156,-130.38699340820312,2.5
62,54.201168060302734,-130.45433044433594,3.0
63,54.16699981689453,-130.58233642578125,3.0
64,54.12699890136719,-130.5679931640625,3.0999999046325684
65,54.14783477783203,-130.4375,2.299999952316284
66,54.145668029785156,-130.35833740234375,3.0999999046325684
67,54.10933303833008,-130.274169921875,4.199999809265137
68,54.07033157348633,-130.26983642578125,3.0999999046325684
69,54.03150177001953,-130.23350524902344,3.0999999046325684
70,53.99016571044922,-130.20849609375,2.4000000953674316
71,53.92283248901367,-130.2183380126953,2.299999952316284
72,51.71183395385742,-128.23733520507812,1.5
73,50.99966812133789,-127.83116912841797,2.9000000953674316
74,50.9005012512207,-127.64016723632812,2.200000047683716
75,50.72949981689453,-127.25033569335938,3.0999999046325684
