filename,latitude,longitude
1988-050-0049.ctd,48.71117,-126.28
1988-050-0050.ctd,48.76966,-126.17
1988-050-0051.ctd,48.8275,-126.06
1988-050-0052.ctd,48.886,-125.95
1988-050-0053.ctd,48.9435,-125.84
1988-050-0054.ctd,48.9725,-125.7842
1988-050-0055.ctd,49.00167,-125.73
1988-051-0001.ctd,48.63,-124.8917
1988-051-0002.ctd,48.57667,-124.9667
1988-051-0003.ctd,48.52833,-125.0633
1988-051-0004.ctd,48.42333,-125.13
1988-051-0005.ctd,48.48717,-124.7275
1988-051-0006.ctd,48.4375,-124.8553
1988-051-0007.ctd,48.38066,-124.962
1988-051-0008.ctd,48.32267,-125.0687
1988-051-0009.ctd,48.268,-125.1767
1988-051-0010.ctd,48.2105,-125.2867
1988-051-0011.ctd,48.15333,-125.3977
1988-051-0012.ctd,48.21533,-125.5
1988-051-0013.ctd,48.09633,-125.5067
1988-051-0014.ctd,48.03933,-125.6153
1988-051-0015.ctd,47.98367,-125.7233
1988-051-0016.ctd,48.17667,-125.9353
1988-051-0017.ctd,48.21533,-125.865
1988-051-0018.ctd,48.25333,-125.7958
1988-051-0019.ctd,48.3095,-125.6892
1988-051-0020.ctd,48.36666,-125.58
1988-051-0021.ctd,48.42167,-125.4775
1988-051-0022.ctd,48.39083,-125.3467
1988-051-0023.ctd,48.478,-125.3683
1988-051-0024.ctd,48.48217,-125.255
1988-051-0025.ctd,48.53633,-125.2585
1988-051-0026.ctd,48.56667,-125.2
1988-051-0027.ctd,48.5945,-125.1453
1988-051-0028.ctd,48.622,-125.093
1988-051-0029.ctd,48.65,-125.04
1988-051-0030.ctd,48.67333,-124.9913
1988-051-0031.ctd,48.53333,-125.5917
1988-051-0032.ctd,48.575,-125.5
1988-051-0033.ctd,48.68583,-125.4508
1988-051-0034.ctd,48.749,-125.3667
1988-051-0035.ctd,48.84067,-125.4622
1988-051-0036.ctd,48.81133,-125.5158
1988-051-0037.ctd,48.7825,-125.5707
1988-051-0038.ctd,48.72383,-125.68
1988-051-0039.ctd,48.66567,-125.79
1988-051-0040.ctd,48.60767,-125.9
1988-051-0041.ctd,48.54933,-126.0083
1988-051-0042.ctd,48.49083,-126.1183
1988-051-0043.ctd,48.43233,-126.2283
1988-051-0044.ctd,48.37333,-126.3367
1988-051-0045.ctd,48.31583,-126.445
1988-051-0046.ctd,48.25,-126.6667
1988-051-0047.ctd,48.59483,-126.5
1988-051-0048.ctd,48.65283,-126.39
1988-051-0049.ctd,48.71117,-126.28
1988-051-0050.ctd,48.76966,-126.17
1988-051-0051.ctd,48.8275,-126.06
1988-051-0052.ctd,48.886,-125.95
1988-051-0053.ctd,48.9435,-125.84
1988-051-0054.ctd,48.9725,-125.7842
1988-051-0055.ctd,49.00167,-125.73
1988-051-0056.ctd,48.725,-126.7733
1988-051-0057.ctd,48.82667,-126.5767
1988-051-0058.ctd,48.93,-126.3767
1988-051-0059.ctd,48.98167,-126.2767
1988-051-0060.ctd,49.03333,-126.1767
1988-051-0061.ctd,49.08667,-126.07
1988-051-0062.ctd,49.22333,-126.3083
1988-051-0063.ctd,49.17333,-126.4083
1988-051-0064.ctd,49.12167,-126.51
1988-051-0065.ctd,49.07,-126.61
1988-051-0066.ctd,49.01667,-126.7133
1988-051-0067.ctd,48.96667,-126.8117
1988-051-0068.ctd,49.33333,-126.605
1988-051-0069.ctd,49.28,-126.7067
1988-051-0070.ctd,49.23,-126.8083
1988-051-0071.ctd,49.17667,-126.9067
1988-051-0072.ctd,49.12833,-127.0083
1988-052-0001.ctd,48.84067,-125.4622
1988-052-0002.ctd,48.81133,-125.5158
1988-052-0003.ctd,48.7825,-125.5707
1988-052-0004.ctd,48.72383,-125.68
1988-052-0005.ctd,48.66567,-125.79
1988-052-0006.ctd,48.60767,-125.9
1988-052-0007.ctd,48.54933,-126.0083
1988-052-0008.ctd,48.49083,-126.1183
1988-052-0009.ctd,48.43233,-126.2283
1988-052-0010.ctd,48.37333,-126.3367
1988-052-0011.ctd,49.09833,-126.4583
1988-052-0012.ctd,49.16,-126.365
1988-052-0013.ctd,49.22,-126.275
1988-052-0014.ctd,49.24667,-126.2383
1988-052-0015.ctd,48.53667,-126.61
1988-052-0016.ctd,48.59483,-126.5
1988-052-0017.ctd,48.65283,-126.39
1988-052-0018.ctd,48.71117,-126.28
1988-052-0019.ctd,48.76966,-126.17
1988-052-0020.ctd,48.8275,-126.06
1988-052-0021.ctd,48.886,-125.95
1988-052-0022.ctd,48.9435,-125.84
1988-052-0023.ctd,48.9725,-125.7842
1988-052-0024.ctd,49.00167,-125.73
1988-052-0025.ctd,48.71117,-126.28
1988-052-0026.ctd,48.76966,-126.17
1988-052-0027.ctd,48.8275,-126.06
1988-052-0028.ctd,48.886,-125.95
1988-052-0029.ctd,48.9435,-125.84
1988-052-0030.ctd,48.9725,-125.7842
1988-052-0031.ctd,49.00167,-125.73
1988-052-0032.ctd,49.11666,-126.015
1988-052-0033.ctd,49.07167,-126.075
1988-052-0034.ctd,49.00834,-126.1767
1988-052-0035.ctd,48.94167,-126.2517
1988-052-0036.ctd,48.88,-126.34
1988-052-0037.ctd,48.80833,-126.4383
1988-052-0038.ctd,48.73667,-126.535
1988-052-0039.ctd,49.05833,-127.02
1988-052-0040.ctd,49.12333,-126.9217
1988-052-0041.ctd,49.18833,-126.8233
1988-052-0042.ctd,49.25,-126.7283
1988-052-0043.ctd,49.31167,-126.635
1988-052-0044.ctd,49.34167,-126.5833
1988-052-0045.ctd,49.24667,-126.2383
1988-052-0046.ctd,49.22,-126.275
1988-052-0047.ctd,49.16,-126.365
1988-052-0048.ctd,49.09833,-126.4583
1988-052-0049.ctd,49.03333,-126.5533
1988-052-0050.ctd,48.96833,-126.6483
1988-053-0001.ctd,48.48717,-124.7275
1988-053-0002.ctd,48.4375,-124.8553
1988-053-0003.ctd,48.38066,-124.962
1988-053-0004.ctd,48.32267,-125.0657
1988-053-0005.ctd,48.268,-125.1728
1988-053-0006.ctd,48.2105,-125.2867
1988-053-0007.ctd,48.15333,-125.3977
1988-053-0008.ctd,48.09633,-125.5012
1988-053-0009.ctd,48.03933,-125.6153
1988-053-0010.ctd,47.98367,-125.7208
1988-053-0011.ctd,48.21533,-125.5
1988-053-0012.ctd,48.39083,-125.3467
1988-053-0013.ctd,48.482,-125.2603
1988-053-0014.ctd,48.42333,-125.1348
1988-053-0015.ctd,48.52833,-125.0633
1988-053-0016.ctd,48.57667,-124.9667
1988-053-0017.ctd,48.62917,-124.8898
1988-053-0018.ctd,48.67333,-124.9913
1988-053-0019.ctd,48.65,-125.04
1988-053-0020.ctd,48.622,-125.093
1988-053-0021.ctd,48.5945,-125.1453
1988-053-0022.ctd,48.56667,-125.2
1988-053-0023.ctd,48.53633,-125.2585
1988-053-0024.ctd,48.478,-125.3683
1988-053-0025.ctd,48.42167,-125.4775
1988-053-0026.ctd,48.36666,-125.58
1988-053-0027.ctd,48.3095,-125.6892
1988-053-0028.ctd,48.25333,-125.7958
1988-053-0029.ctd,48.21533,-125.865
1988-053-0030.ctd,48.17667,-125.9353
1988-053-0032.ctd,48.37833,-126.0633
1988-053-0033.ctd,48.47167,-125.83
1988-053-0034.ctd,48.53333,-125.5917
1988-053-0035.ctd,48.575,-125.5
1988-053-0036.ctd,48.68583,-125.4508
1988-053-0037.ctd,48.749,-125.3667
1988-053-0038.ctd,48.84067,-125.4622
1988-053-0039.ctd,48.81133,-125.5158
1988-053-0040.ctd,48.7825,-125.5707
1988-053-0041.ctd,48.72383,-125.68
1988-053-0042.ctd,48.66567,-125.79
1988-053-0043.ctd,48.60767,-125.9
1988-053-0044.ctd,48.54933,-126.0083
1988-053-0045.ctd,48.49083,-126.1183
1988-053-0046.ctd,48.43233,-126.2283
1988-053-0047.ctd,48.37333,-126.3367
1988-053-0048.ctd,48.31583,-126.445
1988-053-0049.ctd,48.25,-126.6667
1988-053-0050.ctd,48.59483,-126.5
1988-053-0051.ctd,48.65283,-126.39
1988-053-0052.ctd,48.71117,-126.28
1988-053-0053.ctd,48.76966,-126.17
1988-053-0054.ctd,48.8275,-126.06
1988-053-0055.ctd,48.886,-125.95
1988-053-0056.ctd,48.9435,-125.84
1988-053-0057.ctd,48.9725,-125.7842
1988-053-0058.ctd,49.00167,-125.73
1988-053-0059.ctd,48.48717,-124.732
1988-053-0060.ctd,48.4375,-124.8553
1988-053-0061.ctd,48.38066,-124.962
1988-053-0062.ctd,48.32267,-125.0722
1988-053-0063.ctd,48.268,-125.1767
1988-053-0064.ctd,48.2105,-125.2867
1988-053-0065.ctd,48.15333,-125.3977
1988-053-0066.ctd,48.09633,-125.5067
1988-053-0067.ctd,48.03933,-125.6153
1988-053-0068.ctd,47.98367,-125.7233
1988-053-0069.ctd,48.21533,-125.5
1988-053-0070.ctd,48.39083,-125.3467
1988-053-0071.ctd,48.42333,-125.13
1988-053-0072.ctd,48.52833,-125.0633
1988-053-0073.ctd,48.57516,-124.9708
1988-053-0074.ctd,48.6285,-124.8928
1988-053-0075.ctd,48.67267,-124.9913
1988-053-0076.ctd,48.65,-125.04
1988-053-0077.ctd,48.622,-125.093
1988-053-0078.ctd,48.5945,-125.1453
1988-053-0079.ctd,48.56667,-125.2
1988-053-0080.ctd,48.53633,-125.2585
1988-053-0081.ctd,48.478,-125.3683
1988-053-0082.ctd,48.42167,-125.4775
1988-053-0083.ctd,48.36666,-125.58
1988-053-0084.ctd,48.3095,-125.6892
1988-053-0085.ctd,48.25333,-125.7958
1988-053-0086.ctd,48.21533,-125.865
1988-053-0087.ctd,48.17667,-125.9353
1988-053-0088.ctd,48.46883,-125.83
1988-053-0089.ctd,48.53333,-125.5917
1988-053-0090.ctd,48.575,-125.5033
1988-053-0091.ctd,48.68583,-125.4508
1988-053-0092.ctd,48.749,-125.3667
1988-053-0093.ctd,48.84067,-125.4622
1988-053-0094.ctd,48.81133,-125.5158
1988-053-0095.ctd,48.7825,-125.5707
1988-053-0096.ctd,48.72383,-125.68
1988-053-0097.ctd,48.66567,-125.79
1988-053-0098.ctd,48.60767,-125.9
1988-053-0099.ctd,48.54933,-126.0083
1988-053-0100.ctd,48.49083,-126.1183
1988-070-6300.ctd,70.60167,-138.2483
1988-070-6301.ctd,70.345,-137.695
1988-070-6302.ctd,70.25667,-137.415
1988-070-6303.ctd,70.08667,-136.945
1988-070-6304.ctd,69.76334,-136.19
1988-070-6305.ctd,71.55833,-137.0933
1988-070-6306.ctd,71.00833,-136.1667
1988-070-6307.ctd,70.68,-135.6167
1988-070-6308.ctd,70.58,-135.4083
1988-070-6309.ctd,70.29833,-135.0033
1988-070-6310.ctd,69.98,-134.67
1988-070-6311.ctd,69.98333,-132.44
1988-070-6312.ctd,71.96333,-134.8067
1988-070-6313.ctd,71.36333,-134.0417
1988-070-6314.ctd,71.09,-133.7
1988-070-6315.ctd,70.955,-133.5483
1988-070-6316.ctd,70.70167,-133.2083
1988-070-6317.ctd,70.29667,-132.8217
1988-070-6318.ctd,70.23833,-130.8
1988-070-6319.ctd,72.29833,-132.075
1988-070-6320.ctd,71.705,-131.72
1988-070-6321.ctd,71.335,-131.5183
1988-070-6322.ctd,71.215,-131.44
1988-070-6323.ctd,70.90833,-131.2783
1988-070-6324.ctd,70.615,-131.16
1988-070-6325.ctd,71.72166,-129.3017
1988-070-6326.ctd,71.52834,-129.325
1988-070-6327.ctd,71.34333,-129.315
1988-070-6328.ctd,71.12833,-129.325
1988-070-6329.ctd,70.87,-129.28
1988-070-6330.ctd,70.58833,-129.32
1988-070-6331.ctd,71.40334,-126.7567
1988-070-6332.ctd,71.21,-127.7617
1988-070-6333.ctd,71.08667,-128.3333
1988-070-6334.ctd,70.50166,-127.4917
1988-070-6335.ctd,70.56167,-127.26
1988-070-6336.ctd,70.48,-127.5983
1988-071-6400.ctd,81.13667,-103.5717
1988-071-6401.ctd,81.30833,-104.43
1988-071-6402.ctd,81.34834,-104.805
1988-071-6403.ctd,81.62,-105.9717
1988-071-6404.ctd,81.425,-104.7617
1988-071-6405.ctd,80.37833,-100.3667
1988-071-6406.ctd,80.00667,-107.7817
1988-071-6407.ctd,80.29333,-109.2533
1988-071-6408.ctd,80.52167,-110.0667
1988-071-6409.ctd,80.55,-110.5583
1988-071-6410.ctd,80.61667,-110.815
1988-071-6411.ctd,80.68833,-111.2167
1988-071-6412.ctd,80.76334,-111.695
1988-071-6413.ctd,80.97334,-112.4833
1988-080-0001.ctd,47.7495,-126.487
1988-080-0002.ctd,47.62,-128.2983
1988-080-0003.ctd,47.4085,-131.52
1988-080-0004.ctd,47.10833,-136.73
1988-080-0005.ctd,47.105,-138.4867
1988-080-0006.ctd,46.85,-141.4833
1988-080-0007.ctd,46.595,-145.7683
1988-080-0008.ctd,46.29233,-151.0233
1988-080-0009.ctd,45.89167,-156.3133
1988-080-0010.ctd,43.04,-156.3633
1988-080-0011.ctd,42.97667,-151.37
1988-080-0012.ctd,42.055,-151.3733
1988-080-0013.ctd,40.97167,-151.33
1988-080-0014.ctd,40.96833,-151.3667
1988-080-0015.ctd,42.0,-151.3183
1988-080-0016.ctd,41.96167,-151.305
1988-080-0017.ctd,40.26667,-151.335
1988-080-0018.ctd,40.22333,-151.3083
1988-080-0019.ctd,38.3,-152.03
1988-080-0020.ctd,38.29167,-152.01
1988-080-0021.ctd,34.28167,-153.4283
1988-080-0022.ctd,36.47667,-156.2467
1988-080-0023.ctd,38.13,-156.1233
1988-080-0024.ctd,40.13,-155.9983
1988-080-0025.ctd,41.055,-155.77
1988-080-0026.ctd,41.1,-155.7533
1988-080-0027.ctd,42.0,-155.9963
1988-080-0028.ctd,41.955,-155.8867
1988-080-0029.ctd,43.02,-156.5053
1988-080-0030.ctd,43.03,-156.4967
1988-080-0031.ctd,43.98833,-155.985
1988-080-0032.ctd,44.005,-155.945
1988-080-0033.ctd,45.01,-155.995
1988-080-0034.ctd,45.03167,-155.9333
1988-080-0035.ctd,46.00167,-156.0
1988-080-0036.ctd,45.995,-155.98
1988-080-0037.ctd,45.42833,-153.2483
1988-080-0038.ctd,45.10333,-151.3767
1988-080-0039.ctd,44.99833,-148.4117
1988-080-0040.ctd,44.99333,-146.46
1988-080-0041.ctd,44.99667,-144.025
1988-080-0042.ctd,45.0,-143.0
1988-080-0043.ctd,45.0,-141.995
1988-080-0044.ctd,45.195,-141.0
1988-080-0045.ctd,45.42767,-139.9997
1988-080-0046.ctd,45.58,-138.1867
1988-080-0047.ctd,45.51,-136.8567
1988-080-0048.ctd,45.94,-135.9997
1988-080-0049.ctd,46.075,-135.0
1988-080-0050.ctd,46.22833,-134.0
1988-080-0051.ctd,46.385,-133.0
1988-080-0052.ctd,46.53667,-132.0
1988-080-0053.ctd,46.72667,-130.9983
1988-080-0054.ctd,46.76,-130.8483
1988-080-0055.ctd,46.82333,-130.5
1988-080-0056.ctd,46.97167,-130.0002
1988-080-0057.ctd,47.13,-129.5
1988-080-0058.ctd,47.26833,-129.0
1988-080-0059.ctd,47.41,-128.4998
1988-080-0060.ctd,47.54833,-128.0
1988-080-0061.ctd,47.695,-127.5
1988-080-0062.ctd,47.84,-127.0
1988-080-0063.ctd,47.97167,-126.5
1988-080-0064.ctd,48.11333,-126.0017
1988-080-0065.ctd,48.25333,-125.65
1988-080-0066.ctd,48.39667,-125.0
1988-081-0001.ctd,48.65,-125.04
1988-081-0002.ctd,48.5945,-125.1453
1988-081-0003.ctd,48.53633,-125.2585
1988-081-0004.ctd,48.42167,-125.4775
1988-081-0005.ctd,48.3095,-125.6892
1988-081-0006.ctd,48.21533,-125.865
1988-081-0007.ctd,48.17667,-125.9353
1988-081-0008.ctd,48.14133,-126.0
1988-081-0009.ctd,47.94167,-126.4342
1988-081-0010.ctd,48.25,-126.6667
1988-081-0011.ctd,48.72383,-125.68
1988-081-0012.ctd,48.81133,-125.5158
1988-081-0013.ctd,48.85133,-125.6533
1988-081-0014.ctd,48.749,-125.3667
1988-081-0015.ctd,48.68583,-125.4508
1988-081-0016.ctd,48.53333,-125.5917
1988-081-0017.ctd,48.67667,-125.7708
1988-081-0018.ctd,48.60767,-125.9
1988-082-0001.ctd,48.85133,-125.6533
1988-082-0002.ctd,48.66567,-125.79
1988-082-0003.ctd,48.72383,-125.68
1988-082-0004.ctd,48.7545,-125.5647
1988-082-0005.ctd,48.749,-125.3667
1988-082-0006.ctd,48.68583,-125.4508
1988-082-0007.ctd,48.53333,-125.5917
1988-082-0008.ctd,48.3095,-125.6892
1988-082-0009.ctd,48.21533,-125.865
1988-082-0010.ctd,48.17667,-125.9353
1988-082-0011.ctd,48.14133,-126.0
1988-082-0012.ctd,48.07267,-126.141
1988-082-0013.ctd,47.94167,-126.4342
1988-082-0014.ctd,48.25,-126.6667
1988-082-0015.ctd,48.31583,-126.445
1988-082-0016.ctd,48.37333,-126.3367
1988-082-0017.ctd,48.43233,-126.2283
1988-083-0001.ctd,48.17667,-125.9353
1988-083-0002.ctd,48.37366,-126.0687
1988-083-0003.ctd,48.41167,-126.2633
1988-083-0004.ctd,48.49083,-126.1183
1988-083-0005.ctd,48.60767,-125.9
1988-083-0006.ctd,48.67667,-125.7708
1988-083-0008.ctd,48.575,-125.5
1988-083-0009.ctd,48.72383,-125.68
1988-083-0010.ctd,48.37333,-126.3367
1988-083-0011.ctd,48.25,-126.6667
1988-083-0012.ctd,48.47933,-126.7157
1988-083-0013.ctd,48.886,-125.95
1988-083-0014.ctd,48.52,-127.155
1988-083-0015.ctd,48.62667,-126.955
1988-083-0016.ctd,48.71833,-126.775
1988-083-0017.ctd,48.82,-126.5817
1988-083-0018.ctd,48.92667,-126.3817
1988-083-0019.ctd,49.03333,-126.1732
1988-083-0020.ctd,49.11666,-127.23
1988-083-0021.ctd,49.225,-127.0833
1988-083-0022.ctd,49.26667,-127.025
1988-083-0023.ctd,49.35,-126.9167
1988-083-0024.ctd,49.425,-126.8167
1988-083-0025.ctd,49.55833,-126.6333
1988-083-0026.ctd,49.50834,-127.85
1988-083-0027.ctd,49.66833,-127.6717
1988-083-0028.ctd,49.78667,-127.4833
1988-083-0029.ctd,49.85833,-127.4167
1988-083-0030.ctd,49.91667,-127.35
1988-083-0031.ctd,49.8385,-128.297
1988-083-0032.ctd,49.95,-128.1033
1988-083-0033.ctd,50.06667,-128.12
1988-083-0034.ctd,50.09667,-127.9967
1988-083-0035.ctd,50.05667,-127.9183
1988-083-0036.ctd,50.05667,-127.9183
1988-083-0037.ctd,50.02833,-127.845
1988-083-0038.ctd,50.125,-128.5833
1988-083-0039.ctd,50.21833,-128.3783
1988-083-0040.ctd,50.29833,-128.215
1988-083-0041.ctd,50.35833,-128.1117
1988-083-0042.ctd,50.4,-128.0333
1988-084-0001.ctd,51.127,-128.7567
1988-084-0002.ctd,51.19,-128.66
1988-084-0003.ctd,51.26667,-129.38
1988-084-0004.ctd,51.31833,-129.1333
1988-084-0005.ctd,51.39167,-129.03
1988-084-0006.ctd,51.43333,-129.1683
1988-084-0007.ctd,51.49833,-129.2367
1988-084-0008.ctd,51.86167,-129.9033
1988-084-0009.ctd,51.90833,-129.9933
1988-084-0010.ctd,51.96333,-129.9017
1988-084-0011.ctd,52.025,-129.8167
1988-084-0012.ctd,52.085,-129.7167
1988-084-0013.ctd,51.84833,-130.0617
1988-084-0014.ctd,51.78167,-130.1683
1988-084-0015.ctd,51.71833,-130.2717
1988-084-0016.ctd,51.66,-130.4867
1988-084-0017.ctd,51.98167,-130.1117
1988-084-0018.ctd,52.015,-130.1967
1988-084-0019.ctd,52.07667,-130.2833
1988-084-0020.ctd,52.125,-130.4
1988-084-0021.ctd,52.185,-130.5083
1988-084-0022.ctd,52.23,-130.5933
1988-084-0023.ctd,52.16667,-130.655
1988-084-0024.ctd,52.24333,-130.7017
1988-084-0025.ctd,52.32,-130.7383
1988-084-0026.ctd,52.22,-130.9417
1988-084-0027.ctd,52.38334,-130.8067
1988-084-0028.ctd,52.46,-130.8617
1988-084-0029.ctd,52.54167,-130.9
1988-084-0030.ctd,52.665,-130.9367
1988-084-0031.ctd,52.705,-130.9867
1988-084-0032.ctd,52.78167,-131.0317
1988-084-0033.ctd,52.88167,-130.8917
1988-084-0034.ctd,52.88167,-131.0567
1988-084-0035.ctd,52.96167,-131.1117
1988-084-0036.ctd,53.02833,-131.16
1988-084-0037.ctd,53.10833,-131.22
1988-084-0038.ctd,53.19167,-131.2617
1988-084-0039.ctd,53.26167,-131.295
1988-084-0040.ctd,53.315,-131.3417
1988-084-0041.ctd,53.37,-131.2317
1988-084-0042.ctd,53.42667,-131.12
1988-084-0043.ctd,53.5,-131.3067
1988-084-0044.ctd,53.58667,-131.305
1988-084-0045.ctd,53.67167,-131.2933
1988-084-0046.ctd,53.74667,-131.2733
1988-084-0047.ctd,53.83167,-131.275
1988-084-0049.ctd,53.915,-131.2467
1988-084-0050.ctd,54.00333,-131.2367
1988-084-0051.ctd,54.325,-131.5267
1988-084-0052.ctd,54.25167,-131.3967
1988-084-0053.ctd,54.18833,-131.2817
1988-084-0054.ctd,54.04833,-131.0817
1988-084-0055.ctd,53.6,-130.7767
1988-084-0056.ctd,53.545,-130.8967
1988-085-0001.ctd,48.67333,-124.9913
1988-085-0002.ctd,48.65,-125.04
1988-085-0003.ctd,48.622,-125.093
1988-085-0004.ctd,48.59283,-125.1453
1988-085-0005.ctd,48.56667,-125.2
1988-085-0006.ctd,48.53633,-125.2585
1988-085-0007.ctd,48.478,-125.3683
1988-085-0009.ctd,48.36666,-125.58
1988-085-0010.ctd,48.3095,-125.6892
1988-085-0011.ctd,48.25333,-125.7958
1988-085-0012.ctd,48.21533,-125.865
1988-085-0013.ctd,48.17667,-125.9353
1988-085-0014.ctd,48.14133,-126.0
1988-085-0015.ctd,48.07267,-126.141
1988-085-0016.ctd,48.00883,-126.2833
1988-085-0017.ctd,47.98367,-125.7233
1988-085-0018.ctd,48.03933,-125.6153
1988-085-0019.ctd,48.09633,-125.5067
1988-085-0020.ctd,48.15333,-125.3977
1988-085-0021.ctd,48.2105,-125.2867
1988-085-0022.ctd,48.268,-125.1767
1988-085-0023.ctd,48.32267,-125.0687
1988-085-0024.ctd,48.38066,-124.962
1988-085-0025.ctd,48.4375,-124.8553
1988-085-0026.ctd,48.48717,-124.7275
1988-085-0027.ctd,48.52833,-125.0633
1988-085-0028.ctd,48.42333,-125.13
1988-085-0029.ctd,48.39083,-125.3467
1988-085-0030.ctd,48.21533,-125.5
1988-085-0031.ctd,48.37833,-126.0633
1988-085-0032.ctd,48.47167,-125.83
1988-085-0033.ctd,48.53333,-125.5917
1988-085-0034.ctd,48.575,-125.5
1988-085-0035.ctd,48.68583,-125.4508
1988-085-0036.ctd,48.749,-125.3667
1988-085-0037.ctd,48.84067,-125.4622
1988-085-0038.ctd,48.81133,-125.5158
1988-085-0039.ctd,48.7825,-125.5707
1988-085-0040.ctd,48.72383,-125.68
1988-085-0041.ctd,48.66567,-125.79
1988-085-0042.ctd,48.60767,-125.9
1988-085-0043.ctd,48.54933,-126.0083
1988-085-0044.ctd,48.49083,-126.1183
1988-085-0045.ctd,48.43233,-126.2283
1988-085-0046.ctd,48.41167,-126.2633
1988-085-0047.ctd,48.37333,-126.3367
1988-085-0048.ctd,48.31583,-126.445
1988-085-0049.ctd,48.25,-126.6667
1988-085-0050.ctd,48.47933,-126.7157
1988-085-0051.ctd,48.53667,-126.61
1988-085-0052.ctd,48.59483,-126.5
1988-085-0053.ctd,48.65283,-126.39
1988-085-0054.ctd,48.71117,-126.28
1988-085-0055.ctd,48.76966,-126.17
1988-085-0056.ctd,48.8275,-126.06
1988-085-0057.ctd,48.886,-125.95
1988-085-0058.ctd,48.9435,-125.84
1988-085-0059.ctd,48.9725,-125.7842
1988-085-0060.ctd,49.00167,-125.73
1989-001-0001.ctd,48.575,-125.5
1989-001-0002.ctd,48.6,-126.0
1989-001-0003.ctd,48.625,-126.3333
1989-001-0004.ctd,48.65,-126.6667
1989-001-0005.ctd,48.69333,-127.1667
1989-001-0006.ctd,48.74333,-127.6667
1989-001-0007.ctd,48.77667,-128.1712
1989-001-0008.ctd,48.81667,-128.6667
1989-001-0009.ctd,48.85817,-129.1697
1989-001-0010.ctd,48.89333,-129.6667
1989-001-0011.ctd,48.93333,-130.1667
1989-001-0012.ctd,48.97,-130.6667
1989-001-0013.ctd,49.04333,-131.6667
1989-001-0014.ctd,49.12333,-132.6667
1989-001-0015.ctd,49.2,-133.6667
1989-001-0016.ctd,49.28333,-134.6667
1989-001-0017.ctd,49.35,-135.6667
1989-001-0018.ctd,49.43533,-136.672
1989-001-0019.ctd,49.5,-137.6667
1989-001-0020.ctd,49.56667,-138.6667
1989-001-0021.ctd,49.63334,-139.6667
1989-001-0022.ctd,49.70333,-140.6667
1989-001-0023.ctd,49.76667,-141.6667
1989-001-0024.ctd,49.83667,-142.6667
1989-001-0025.ctd,50.0,-143.605
1989-001-0026.ctd,50.0,-144.3033
1989-001-0027.ctd,50.0,-145.0
1989-001-0028.ctd,50.01717,-144.9812
1989-001-0029.ctd,50.0,-145.0
1989-001-0030.ctd,50.0,-145.0
1989-001-0031.ctd,50.0,-145.0
1989-001-0032.ctd,50.06333,-144.4667
1989-001-0033.ctd,50.90217,-145.0173
1989-001-0034.ctd,50.9,-144.2892
1989-001-0035.ctd,50.89783,-143.579
1989-001-0036.ctd,50.92833,-143.0167
1989-001-0037.ctd,50.96667,-142.3333
1989-001-0038.ctd,51.0,-141.6397
1989-001-0039.ctd,51.03333,-140.9333
1989-001-0040.ctd,51.06667,-140.2312
1989-001-0041.ctd,51.098,-139.5132
1989-001-0042.ctd,51.15,-138.7917
1989-001-0043.ctd,51.18333,-138.1
1989-001-0044.ctd,51.21667,-137.3833
1989-001-0045.ctd,51.25,-136.6717
1989-001-0046.ctd,51.28333,-135.96
1989-001-0047.ctd,51.31667,-135.25
1989-001-0048.ctd,51.35367,-134.5415
1989-001-0049.ctd,51.39167,-133.8245
1989-001-0050.ctd,51.425,-133.108
1989-001-0051.ctd,51.45667,-132.3825
1989-001-0052.ctd,51.65667,-131.9803
1989-001-0053.ctd,51.7275,-131.8333
1989-001-0054.ctd,51.7935,-131.6767
1989-001-0055.ctd,51.86567,-131.5333
1989-001-0056.ctd,51.93117,-131.3783
1989-001-0057.ctd,52.0,-131.2333
1989-001-0058.ctd,52.03633,-131.1662
1989-001-0059.ctd,51.695,-131.2283
1989-001-0060.ctd,51.3845,-131.23
1989-002-0001.ctd,48.578,-125.4968
1989-002-0002.ctd,48.6,-126.0
1989-002-0003.ctd,48.625,-126.3312
1989-002-0004.ctd,48.65,-126.6667
1989-002-0005.ctd,48.68983,-127.1733
1989-002-0006.ctd,48.74333,-127.6645
1989-002-0007.ctd,48.77667,-128.1667
1989-002-0008.ctd,48.81667,-128.6667
1989-002-0009.ctd,48.85667,-129.1667
1989-002-0010.ctd,48.89333,-129.6667
1989-002-0011.ctd,48.93333,-130.1695
1989-002-0012.ctd,48.97,-130.6595
1989-002-0013.ctd,49.04533,-131.6633
1989-002-0014.ctd,49.12333,-132.6667
1989-002-0015.ctd,49.2,-133.6642
1989-002-0016.ctd,49.28333,-134.662
1989-002-0017.ctd,49.3405,-135.6615
1989-002-0018.ctd,49.43533,-136.6638
1989-002-0019.ctd,49.49783,-137.6667
1989-002-0020.ctd,49.56667,-138.6688
1989-002-0021.ctd,49.63334,-139.6647
1989-002-0022.ctd,49.7025,-140.6613
1989-002-0023.ctd,49.76667,-141.6622
1989-002-0024.ctd,49.83667,-142.6667
1989-002-0025.ctd,50.0,-143.605
1989-002-0026.ctd,50.0,-144.323
1989-002-0027.ctd,49.9945,-145.0048
1989-002-0028.ctd,50.02733,-145.008
1989-002-0029.ctd,50.00217,-145.0045
1989-002-0030.ctd,50.00233,-144.9863
